: physical|物質
枇杷 fruit|水果 菌種 bacteria|微生物
枇杷 fruit|水果 細菌 bacteria|微生物
枇杷 fruit|水果 鐵 metal|金屬
枇杷 fruit|水果 鉛 metal|金屬
枇杷 fruit|水果 銅 metal|金屬
枇杷 fruit|水果 鋁 metal|金屬
枇杷 fruit|水果 石英 礦物|mineral
枇杷 fruit|水果 提琴 弦樂器|StringedInstrument
鳳梨 fruit|水果 醋 作料|seasoning
芭樂 fruit|水果 菌類 bacteria|微生物
芭樂 fruit|水果 霉 bacteria|微生物
芭樂 fruit|水果 黴菌 bacteria|微生物
芭樂 fruit|水果 真菌 bacteria|微生物
芭樂 fruit|水果 菌 bacteria|微生物
芭樂 fruit|水果 菌種 bacteria|微生物
芭樂 fruit|水果 細菌 bacteria|微生物
芭樂 fruit|水果 鐵 metal|金屬
芭樂 fruit|水果 鉛 metal|金屬
芭樂 fruit|水果 銅 metal|金屬
芭樂 fruit|水果 鋁 metal|金屬
芭樂 fruit|水果 石英 礦物|mineral
芭樂 fruit|水果 提琴 弦樂器|StringedInstrument
番石榴 fruit|水果 菌類 bacteria|微生物
番石榴 fruit|水果 霉 bacteria|微生物
番石榴 fruit|水果 黴菌 bacteria|微生物
番石榴 fruit|水果 真菌 bacteria|微生物
番石榴 fruit|水果 菌 bacteria|微生物
番石榴 fruit|水果 菌種 bacteria|微生物
番石榴 fruit|水果 細菌 bacteria|微生物
番石榴 fruit|水果 鐵 metal|金屬
番石榴 fruit|水果 鉛 metal|金屬
番石榴 fruit|水果 銅 metal|金屬
番石榴 fruit|水果 鋁 metal|金屬
番石榴 fruit|水果 石英 礦物|mineral
番石榴 fruit|水果 提琴 弦樂器|StringedInstrument
葡萄柚 fruit|水果 菌類 bacteria|微生物
葡萄柚 fruit|水果 霉 bacteria|微生物
葡萄柚 fruit|水果 黴菌 bacteria|微生物
葡萄柚 fruit|水果 真菌 bacteria|微生物
葡萄柚 fruit|水果 菌 bacteria|微生物
葡萄柚 fruit|水果 菌種 bacteria|微生物
葡萄柚 fruit|水果 細菌 bacteria|微生物
葡萄柚 fruit|水果 鐵 metal|金屬
葡萄柚 fruit|水果 鉛 metal|金屬
葡萄柚 fruit|水果 銅 metal|金屬
葡萄柚 fruit|水果 鋁 metal|金屬
葡萄柚 fruit|水果 石英 礦物|mineral
葡萄柚 fruit|水果 提琴 弦樂器|StringedInstrument
柿 fruit|水果 菌類 bacteria|微生物
柿 fruit|水果 霉 bacteria|微生物
柿 fruit|水果 黴菌 bacteria|微生物
柿 fruit|水果 真菌 bacteria|微生物
柿 fruit|水果 菌 bacteria|微生物
柿 fruit|水果 菌種 bacteria|微生物
柿 fruit|水果 細菌 bacteria|微生物
柿 fruit|水果 鐵 metal|金屬
柿 fruit|水果 鉛 metal|金屬
柿 fruit|水果 銅 metal|金屬
柿 fruit|水果 鋁 metal|金屬
柿 fruit|水果 石英 礦物|mineral
柿 fruit|水果 提琴 弦樂器|StringedInstrument
柿子 fruit|水果 菌類 bacteria|微生物
柿子 fruit|水果 霉 bacteria|微生物
柿子 fruit|水果 黴菌 bacteria|微生物
柿子 fruit|水果 真菌 bacteria|微生物
柿子 fruit|水果 菌 bacteria|微生物
柿子 fruit|水果 菌種 bacteria|微生物
柿子 fruit|水果 細菌 bacteria|微生物
柿子 fruit|水果 鐵 metal|金屬
柿子 fruit|水果 鉛 metal|金屬
柿子 fruit|水果 銅 metal|金屬
柿子 fruit|水果 鋁 metal|金屬
柿子 fruit|水果 石英 礦物|mineral
柿子 fruit|水果 提琴 弦樂器|StringedInstrument
龍眼 fruit|水果 菌類 bacteria|微生物
龍眼 fruit|水果 霉 bacteria|微生物
龍眼 fruit|水果 黴菌 bacteria|微生物
龍眼 fruit|水果 真菌 bacteria|微生物
龍眼 fruit|水果 菌 bacteria|微生物
龍眼 fruit|水果 菌種 bacteria|微生物
龍眼 fruit|水果 細菌 bacteria|微生物
龍眼 fruit|水果 鐵 metal|金屬
龍眼 fruit|水果 鉛 metal|金屬
龍眼 fruit|水果 銅 metal|金屬
龍眼 fruit|水果 鋁 metal|金屬
龍眼 fruit|水果 石英 礦物|mineral
龍眼 fruit|水果 提琴 弦樂器|StringedInstrument
荔枝 fruit|水果 菌類 bacteria|微生物
荔枝 fruit|水果 霉 bacteria|微生物
荔枝 fruit|水果 黴菌 bacteria|微生物
荔枝 fruit|水果 真菌 bacteria|微生物
荔枝 fruit|水果 菌 bacteria|微生物
荔枝 fruit|水果 菌種 bacteria|微生物
荔枝 fruit|水果 細菌 bacteria|微生物
荔枝 fruit|水果 鐵 metal|金屬
荔枝 fruit|水果 鉛 metal|金屬
荔枝 fruit|水果 銅 metal|金屬
荔枝 fruit|水果 鋁 metal|金屬
荔枝 fruit|水果 石英 礦物|mineral
荔枝 fruit|水果 提琴 弦樂器|StringedInstrument
櫻桃 fruit|水果 菌類 bacteria|微生物
櫻桃 fruit|水果 霉 bacteria|微生物
櫻桃 fruit|水果 黴菌 bacteria|微生物
櫻桃 fruit|水果 真菌 bacteria|微生物
櫻桃 fruit|水果 菌 bacteria|微生物
櫻桃 fruit|水果 菌種 bacteria|微生物
櫻桃 fruit|水果 細菌 bacteria|微生物
櫻桃 fruit|水果 鐵 metal|金屬
櫻桃 fruit|水果 鉛 metal|金屬
櫻桃 fruit|水果 銅 metal|金屬
櫻桃 fruit|水果 鋁 metal|金屬
櫻桃 fruit|水果 石英 礦物|mineral
櫻桃 fruit|水果 提琴 弦樂器|StringedInstrument
無花果 fruit|水果 菌類 bacteria|微生物
無花果 fruit|水果 霉 bacteria|微生物
無花果 fruit|水果 黴菌 bacteria|微生物
無花果 fruit|水果 真菌 bacteria|微生物
無花果 fruit|水果 菌 bacteria|微生物
無花果 fruit|水果 菌種 bacteria|微生物
無花果 fruit|水果 細菌 bacteria|微生物
無花果 fruit|水果 鐵 metal|金屬
無花果 fruit|水果 鉛 metal|金屬
無花果 fruit|水果 銅 metal|金屬
無花果 fruit|水果 鋁 metal|金屬
無花果 fruit|水果 石英 礦物|mineral
無花果 fruit|水果 提琴 弦樂器|StringedInstrument
水梨 fruit|水果 菌類 bacteria|微生物
水梨 fruit|水果 霉 bacteria|微生物
水梨 fruit|水果 黴菌 bacteria|微生物
水梨 fruit|水果 真菌 bacteria|微生物
水梨 fruit|水果 菌 bacteria|微生物
水梨 fruit|水果 菌種 bacteria|微生物
水梨 fruit|水果 細菌 bacteria|微生物
水梨 fruit|水果 鐵 metal|金屬
水梨 fruit|水果 鉛 metal|金屬
水梨 fruit|水果 銅 metal|金屬
水梨 fruit|水果 鋁 metal|金屬
水梨 fruit|水果 石英 礦物|mineral
水梨 fruit|水果 提琴 弦樂器|StringedInstrument
世紀梨 fruit|水果 菌類 bacteria|微生物
世紀梨 fruit|水果 霉 bacteria|微生物
世紀梨 fruit|水果 黴菌 bacteria|微生物
世紀梨 fruit|水果 真菌 bacteria|微生物
世紀梨 fruit|水果 菌 bacteria|微生物
世紀梨 fruit|水果 菌種 bacteria|微生物
世紀梨 fruit|水果 細菌 bacteria|微生物
世紀梨 fruit|水果 鐵 metal|金屬
世紀梨 fruit|水果 鉛 metal|金屬
世紀梨 fruit|水果 銅 metal|金屬
世紀梨 fruit|水果 鋁 metal|金屬
世紀梨 fruit|水果 石英 礦物|mineral
世紀梨 fruit|水果 提琴 弦樂器|StringedInstrument
梨 fruit|水果 菌類 bacteria|微生物
梨 fruit|水果 霉 bacteria|微生物
梨 fruit|水果 黴菌 bacteria|微生物
梨 fruit|水果 真菌 bacteria|微生物
梨 fruit|水果 菌 bacteria|微生物
梨 fruit|水果 菌種 bacteria|微生物
梨 fruit|水果 細菌 bacteria|微生物
梨 fruit|水果 鐵 metal|金屬
梨 fruit|水果 鉛 metal|金屬
梨 fruit|水果 銅 metal|金屬
梨 fruit|水果 鋁 metal|金屬
梨 fruit|水果 石英 礦物|mineral
梨 fruit|水果 提琴 弦樂器|StringedInstrument
梨子 fruit|水果 菌類 bacteria|微生物
梨子 fruit|水果 霉 bacteria|微生物
梨子 fruit|水果 黴菌 bacteria|微生物
梨子 fruit|水果 真菌 bacteria|微生物
梨子 fruit|水果 菌 bacteria|微生物
梨子 fruit|水果 菌種 bacteria|微生物
梨子 fruit|水果 細菌 bacteria|微生物
梨子 fruit|水果 鐵 metal|金屬
梨子 fruit|水果 鉛 metal|金屬
梨子 fruit|水果 銅 metal|金屬
梨子 fruit|水果 鋁 metal|金屬
梨子 fruit|水果 石英 礦物|mineral
梨子 fruit|水果 提琴 弦樂器|StringedInstrument
棗 fruit|水果 菌類 bacteria|微生物
棗 fruit|水果 霉 bacteria|微生物
棗 fruit|水果 黴菌 bacteria|微生物
棗 fruit|水果 真菌 bacteria|微生物
棗 fruit|水果 菌 bacteria|微生物
棗 fruit|水果 菌種 bacteria|微生物
棗 fruit|水果 細菌 bacteria|微生物
棗 fruit|水果 鐵 metal|金屬
棗 fruit|水果 鉛 metal|金屬
棗 fruit|水果 銅 metal|金屬
棗 fruit|水果 鋁 metal|金屬
棗 fruit|水果 石英 礦物|mineral
棗 fruit|水果 提琴 弦樂器|StringedInstrument
文旦 fruit|水果 醋 作料|seasoning
柚 fruit|水果 醋 作料|seasoning
柚子 fruit|水果 醋 作料|seasoning
李子 fruit|水果 醋 作料|seasoning
梅子 fruit|水果 醋 作料|seasoning
楊梅 fruit|水果 醋 作料|seasoning
李 fruit|水果 醋 作料|seasoning
海藻 藻類|algae 礁 岩石|rock
海藻 藻類|algae 礁石 岩石|rock
海帶 海草|seaweed 伙食 artifact|人工物
海帶 海草|seaweed 吃食 artifact|人工物
海帶 海草|seaweed 食 artifact|人工物
海帶 海草|seaweed 食物 artifact|人工物
海帶 海草|seaweed 料理 artifact|人工物
海帶 海草|seaweed 酒食 artifact|人工物
海帶 海草|seaweed 飯菜 artifact|人工物
海帶 海草|seaweed 飲食 artifact|人工物
海帶 海草|seaweed 盤中飧 artifact|人工物
海帶 海草|seaweed 膳食 artifact|人工物
海帶 海草|seaweed 餐食 artifact|人工物
海帶 海草|seaweed 餐點 artifact|人工物
海帶 海草|seaweed 糧食 artifact|人工物
海帶 海草|seaweed 饌 artifact|人工物
菌類 bacteria|微生物 鐵 metal|金屬
菌類 bacteria|微生物 鉛 metal|金屬
菌類 bacteria|微生物 銅 metal|金屬
菌類 bacteria|微生物 鋁 metal|金屬
菌類 bacteria|微生物 石英 礦物|mineral
菌類 bacteria|微生物 提琴 弦樂器|StringedInstrument
霉 bacteria|微生物 鐵 metal|金屬
霉 bacteria|微生物 鉛 metal|金屬
霉 bacteria|微生物 銅 metal|金屬
霉 bacteria|微生物 鋁 metal|金屬
霉 bacteria|微生物 石英 礦物|mineral
霉 bacteria|微生物 提琴 弦樂器|StringedInstrument
黴菌 bacteria|微生物 鐵 metal|金屬
黴菌 bacteria|微生物 鉛 metal|金屬
黴菌 bacteria|微生物 銅 metal|金屬
黴菌 bacteria|微生物 鋁 metal|金屬
黴菌 bacteria|微生物 石英 礦物|mineral
黴菌 bacteria|微生物 提琴 弦樂器|StringedInstrument
真菌 bacteria|微生物 鐵 metal|金屬
真菌 bacteria|微生物 鉛 metal|金屬
真菌 bacteria|微生物 銅 metal|金屬
真菌 bacteria|微生物 鋁 metal|金屬
真菌 bacteria|微生物 石英 礦物|mineral
真菌 bacteria|微生物 提琴 弦樂器|StringedInstrument
菌 bacteria|微生物 鐵 metal|金屬
菌 bacteria|微生物 鉛 metal|金屬
菌 bacteria|微生物 銅 metal|金屬
菌 bacteria|微生物 鋁 metal|金屬
菌 bacteria|微生物 石英 礦物|mineral
菌 bacteria|微生物 提琴 弦樂器|StringedInstrument
菌種 bacteria|微生物 鐵 metal|金屬
菌種 bacteria|微生物 鉛 metal|金屬
菌種 bacteria|微生物 銅 metal|金屬
菌種 bacteria|微生物 鋁 metal|金屬
菌種 bacteria|微生物 石英 礦物|mineral
菌種 bacteria|微生物 提琴 弦樂器|StringedInstrument
細菌 bacteria|微生物 鐵 metal|金屬
細菌 bacteria|微生物 鉛 metal|金屬
細菌 bacteria|微生物 銅 metal|金屬
細菌 bacteria|微生物 鋁 metal|金屬
細菌 bacteria|微生物 石英 礦物|mineral
細菌 bacteria|微生物 提琴 弦樂器|StringedInstrument
腦門 head|頭 山峰 山|mountain
腦門 head|頭 山頭 山|mountain
腦門 head|頭 山巔 山|mountain
腦門 head|頭 峰巒 山|mountain
腦門 head|頭 頂峰 山|mountain
頭頂 head|頭 山峰 山|mountain
頭頂 head|頭 山頭 山|mountain
頭頂 head|頭 山巔 山|mountain
頭頂 head|頭 峰巒 山|mountain
頭頂 head|頭 頂峰 山|mountain
十二指腸 胃|stomach 胃 食道|esophagus
大腸 胃|stomach 胃 食道|esophagus
小腸 胃|stomach 胃 食道|esophagus
盲腸 胃|stomach 胃 食道|esophagus
直腸 胃|stomach 胃 食道|esophagus
腸 胃|stomach 胃 食道|esophagus
腸子 胃|stomach 胃 食道|esophagus
肝 viscera|臟 甲狀腺 腺體|gland
肝 viscera|臟 維他命 medicine|藥物
肝 viscera|臟 維他命丸 medicine|藥物
肝 viscera|臟 維生素 medicine|藥物
肝臟 viscera|臟 甲狀腺 腺體|gland
肝臟 viscera|臟 維他命 medicine|藥物
肝臟 viscera|臟 維他命丸 medicine|藥物
肝臟 viscera|臟 維生素 medicine|藥物
脾 viscera|臟 甲狀腺 腺體|gland
脾 viscera|臟 維他命 medicine|藥物
脾 viscera|臟 維他命丸 medicine|藥物
脾 viscera|臟 維生素 medicine|藥物
甲狀腺 腺體|gland 維他命 medicine|藥物
甲狀腺 腺體|gland 維他命丸 medicine|藥物
甲狀腺 腺體|gland 維生素 medicine|藥物
淚 eye|眼 鼻水 鼻子|nose
淚 eye|眼 鼻涕 鼻子|nose
淚水 eye|眼 鼻水 鼻子|nose
淚水 eye|眼 鼻涕 鼻子|nose
淚珠 eye|眼 鼻水 鼻子|nose
淚珠 eye|眼 鼻涕 鼻子|nose
眼淚 eye|眼 鼻水 鼻子|nose
眼淚 eye|眼 鼻涕 鼻子|nose
肚臍 肚子|belly 地洞 land|陸地
肚臍 肚子|belly 洞穴 land|陸地
肚臍 肚子|belly 窟 land|陸地
肚臍眼 肚子|belly 地洞 land|陸地
肚臍眼 肚子|belly 洞穴 land|陸地
肚臍眼 肚子|belly 窟 land|陸地
指甲 手指|finger 趾甲 腳趾|toe
小腿 leg|腿 腳底 foot|腳
旭日 太陽|sun 晨光 陽光|sunlight
旭日 太陽|sun 晨曦 陽光|sunlight
旭日 太陽|sun 曙光 陽光|sunlight
朝日 太陽|sun 晨光 陽光|sunlight
朝日 太陽|sun 晨曦 陽光|sunlight
朝日 太陽|sun 曙光 陽光|sunlight
朝陽 太陽|sun 晨光 陽光|sunlight
朝陽 太陽|sun 晨曦 陽光|sunlight
朝陽 太陽|sun 曙光 陽光|sunlight
狂風 wind|風 風暴 氣流|AirCurrent
狂風 wind|風 暴風 氣流|AirCurrent
狂風 wind|風 颶風 氣流|AirCurrent
狂風 wind|風 烈火 fire|火
狂風 wind|風 烈焰 fire|火
飆 wind|風 風暴 氣流|AirCurrent
飆 wind|風 暴風 氣流|AirCurrent
飆 wind|風 颶風 氣流|AirCurrent
飆 wind|風 烈火 fire|火
飆 wind|風 烈焰 fire|火
勁風 wind|風 風暴 氣流|AirCurrent
勁風 wind|風 暴風 氣流|AirCurrent
勁風 wind|風 颶風 氣流|AirCurrent
勁風 wind|風 烈火 fire|火
勁風 wind|風 烈焰 fire|火
疾風 wind|風 風暴 氣流|AirCurrent
疾風 wind|風 暴風 氣流|AirCurrent
疾風 wind|風 颶風 氣流|AirCurrent
疾風 wind|風 烈火 fire|火
疾風 wind|風 烈焰 fire|火
強風 wind|風 風暴 氣流|AirCurrent
強風 wind|風 暴風 氣流|AirCurrent
強風 wind|風 颶風 氣流|AirCurrent
強風 wind|風 烈火 fire|火
強風 wind|風 烈焰 fire|火
風暴 氣流|AirCurrent 烈火 fire|火
風暴 氣流|AirCurrent 烈焰 fire|火
暴風 氣流|AirCurrent 烈火 fire|火
暴風 氣流|AirCurrent 烈焰 fire|火
颶風 氣流|AirCurrent 烈火 fire|火
颶風 氣流|AirCurrent 烈焰 fire|火
瘴氣 gas|氣 戴奧辛 physical|物質
瘴氣 gas|氣 毒 physical|物質
瘴氣 gas|氣 毒物 physical|物質
瘴氣 gas|氣 毒素 physical|物質
瘴氣 gas|氣 毒劑 physical|物質
瘴氣 gas|氣 毒藥 physical|物質
瘴氣 gas|氣 黃麴毒素 physical|物質
毒氣 gas|氣 戴奧辛 physical|物質
毒氣 gas|氣 毒 physical|物質
毒氣 gas|氣 毒物 physical|物質
毒氣 gas|氣 毒素 physical|物質
毒氣 gas|氣 毒劑 physical|物質
毒氣 gas|氣 毒藥 physical|物質
毒氣 gas|氣 黃麴毒素 physical|物質
氯 gas|氣 戴奧辛 physical|物質
氯 gas|氣 毒 physical|物質
氯 gas|氣 毒物 physical|物質
氯 gas|氣 毒素 physical|物質
氯 gas|氣 毒劑 physical|物質
氯 gas|氣 毒藥 physical|物質
氯 gas|氣 黃麴毒素 physical|物質
氯氣 gas|氣 戴奧辛 physical|物質
氯氣 gas|氣 毒 physical|物質
氯氣 gas|氣 毒物 physical|物質
氯氣 gas|氣 毒素 physical|物質
氯氣 gas|氣 毒劑 physical|物質
氯氣 gas|氣 毒藥 physical|物質
氯氣 gas|氣 黃麴毒素 physical|物質
月光 月亮|moon 銀花 燈|lamp
月光 月亮|moon 燈火 燈|lamp
月光 月亮|moon 燈光 燈|lamp
污點 trace|痕 污垢 waste|廢物
污點 trace|痕 垢 waste|廢物
污點 trace|痕 塵垢 waste|廢物
掌紋 hand|手 手印 手指|finger
掌紋 hand|手 指印 手指|finger
掌紋 hand|手 指紋 手指|finger
沙灘 海|sea 沙洲 waters|水域
海灘 海|sea 沙洲 waters|水域
灘 海|sea 沙洲 waters|水域
海邊 海|sea 沙洲 waters|水域
溪 河|river 紙片 paper|紙張
溪 河|river 紙條 paper|紙張
溪 河|river 紙頭 paper|紙張
鋼 metal|金屬 青花瓷 陶器|pottery
鋼 metal|金屬 瓷 陶器|pottery
鋼 metal|金屬 瓷器 陶器|pottery
鋼 metal|金屬 陶瓷 陶器|pottery
鋼 metal|金屬 陶瓷器 陶器|pottery
鋼 metal|金屬 磁器 陶器|pottery
鋼 metal|金屬 磁 陶器|pottery
不鏽鋼 metal|金屬 青花瓷 陶器|pottery
不鏽鋼 metal|金屬 瓷 陶器|pottery
不鏽鋼 metal|金屬 瓷器 陶器|pottery
不鏽鋼 metal|金屬 陶瓷 陶器|pottery
不鏽鋼 metal|金屬 陶瓷器 陶器|pottery
不鏽鋼 metal|金屬 磁器 陶器|pottery
不鏽鋼 metal|金屬 磁 陶器|pottery
鋁 metal|金屬 石英 礦物|mineral
鋁 metal|金屬 提琴 弦樂器|StringedInstrument
石英 礦物|mineral 提琴 弦樂器|StringedInstrument
手套 hand|手 圍巾 脖子|neck
手套 hand|手 披肩 肩膀|shoulder
手套 hand|手 帽 head|頭
手套 hand|手 帽子 head|頭
手套 hand|手 鴨舌帽 head|頭
手套 hand|手 瓜皮帽 head|頭
手套 hand|手 羽冠 head|頭
圍巾 脖子|neck 披肩 肩膀|shoulder
圍巾 脖子|neck 帽 head|頭
圍巾 脖子|neck 帽子 head|頭
圍巾 脖子|neck 鴨舌帽 head|頭
圍巾 脖子|neck 瓜皮帽 head|頭
圍巾 脖子|neck 羽冠 head|頭
披肩 肩膀|shoulder 帽 head|頭
披肩 肩膀|shoulder 帽子 head|頭
披肩 肩膀|shoulder 鴨舌帽 head|頭
披肩 肩膀|shoulder 瓜皮帽 head|頭
披肩 肩膀|shoulder 羽冠 head|頭
戰袍 制服|uniform 糧草 edible|食物
戰袍 制服|uniform 軍校 學校|school
軍服 制服|uniform 糧草 edible|食物
軍服 制服|uniform 軍校 學校|school
軍裝 制服|uniform 糧草 edible|食物
軍裝 制服|uniform 軍校 學校|school
晚禮服 clothing|衣物 公文 document|文書
晚禮服 clothing|衣物 公函 document|文書
燕尾服 clothing|衣物 公文 document|文書
燕尾服 clothing|衣物 公函 document|文書
禮服 clothing|衣物 文 document|文書
禮服 clothing|衣物 公文 document|文書
禮服 clothing|衣物 公函 document|文書
獎 artifact|人工物 獎金 payment|酬金
獎品 artifact|人工物 獎金 payment|酬金
獎賞 artifact|人工物 獎金 payment|酬金
賞 artifact|人工物 獎金 payment|酬金
古物 artifact|人工物 古籍 典籍|ClassicalBooks
洋貨 商品|commodity 外匯 money|貨幣
洋貨 商品|commodity 匯銀 money|貨幣
舶來品 商品|commodity 外匯 money|貨幣
舶來品 商品|commodity 匯銀 money|貨幣
進口貨 商品|commodity 外匯 money|貨幣
進口貨 商品|commodity 匯銀 money|貨幣
主食 food|食品 大街 route|道路
主食 food|食品 大道 route|道路
主食 food|食品 孔道 route|道路
主食 food|食品 要道 route|道路
海味 菜餚|dish 水產 產品|product
海味 菜餚|dish 魚產 產品|product
海味 菜餚|dish 漁產 產品|product
海鮮 菜餚|dish 水產 產品|product
海鮮 菜餚|dish 魚產 產品|product
海鮮 菜餚|dish 漁產 產品|product
冰品 ice|冰 玉米花 玉米|corn
冰品 ice|冰 爆米花 玉米|corn
冰淇淋 ice|冰 玉米花 玉米|corn
冰淇淋 ice|冰 爆米花 玉米|corn
冰棒 ice|冰 玉米花 玉米|corn
冰棒 ice|冰 爆米花 玉米|corn
刨冰 ice|冰 玉米花 玉米|corn
刨冰 ice|冰 爆米花 玉米|corn
葡萄乾 點心|refreshments 糖 作料|seasoning
葡萄乾 點心|refreshments 蔗糖 作料|seasoning
葡萄乾 點心|refreshments 糖分 作料|seasoning
葡萄乾 點心|refreshments 糖類 作料|seasoning
葡萄乾 點心|refreshments 醣 作料|seasoning
葡萄乾 點心|refreshments 冰糖 作料|seasoning
葡萄乾 點心|refreshments 砂糖 作料|seasoning
糖果 點心|refreshments 糖 作料|seasoning
糖果 點心|refreshments 蔗糖 作料|seasoning
糖果 點心|refreshments 糖分 作料|seasoning
糖果 點心|refreshments 糖類 作料|seasoning
糖果 點心|refreshments 醣 作料|seasoning
糖果 點心|refreshments 冰糖 作料|seasoning
糖果 點心|refreshments 砂糖 作料|seasoning
糖 點心|refreshments 蔗糖 作料|seasoning
糖 點心|refreshments 糖分 作料|seasoning
糖 點心|refreshments 糖類 作料|seasoning
糖 點心|refreshments 醣 作料|seasoning
糖 點心|refreshments 冰糖 作料|seasoning
糖 點心|refreshments 砂糖 作料|seasoning
糖 作料|seasoning 口香糖 點心|refreshments
糖 作料|seasoning 軟糖 點心|refreshments
糖 作料|seasoning 棒棒糖 點心|refreshments
糖 作料|seasoning 棉花糖 點心|refreshments
湯水 food|食品 尿 excrement|排泄物
湯水 food|食品 尿液 excrement|排泄物
羹湯 food|食品 尿 excrement|排泄物
羹湯 food|食品 尿液 excrement|排泄物
雞肉 雞|chicken 豬肉 豬|pig
雞肉 雞|chicken 牛肉 牛|cattle
雞肉 雞|chicken 牛腩 牛|cattle
豬肉 豬|pig 牛肉 牛|cattle
豬肉 豬|pig 牛腩 牛|cattle
果汁 fruit|水果 茶 茶葉|TeaLeaves
果汁 fruit|水果 茶水 茶葉|TeaLeaves
果汁 fruit|水果 茗茶 茶葉|TeaLeaves
果汁 fruit|水果 鐵觀音 茶葉|TeaLeaves
果汁 fruit|水果 茶湯 茶葉|TeaLeaves
果汁 fruit|水果 包種茶 茶葉|TeaLeaves
果汁 fruit|水果 花茶 茶葉|TeaLeaves
果汁 fruit|水果 烏龍茶 茶葉|TeaLeaves
農產 crop|莊稼 水產 fish|魚
農產 crop|莊稼 魚產 fish|魚
農產 crop|莊稼 漁產 fish|魚
農產品 crop|莊稼 水產 fish|魚
農產品 crop|莊稼 魚產 fish|魚
農產品 crop|莊稼 漁產 fish|魚
宮廷 house|房屋 聖旨 公文|OfficialDocument
